dataset,embodiment,text
bridge,widowx,Place the green towel between the red fork and pot
bridge,widowx,Place the bread on the yellow cloth.
bridge,widowx,put the blue block to the other side
bridge,widowx,move the red object on the yellow cloth
bridge,widowx,move the metal pot to lower left burner
bridge,widowx,put the chicken wing on the burner
bridge,widowx,move pot to lower middle area
bridge,widowx,move the orange cloth to bottom left of the burner
bridge,widowx,Pick up the pot and place it on the blue cloth
bridge,widowx,Move the green cloth to the table's left edge.
bridge,widowx,move cloth from center to right
bridge,widowx,Fit the ring on the cylinder
bridge,widowx,slide the yellow towel in front of the metal bowl
bridge,widowx,put the green object to the left side of the cloth
bridge,widowx,moved the orange object to the upper left side of the table
bridge,widowx,Move the towel over to the right corner of the counter.
bridge,widowx,Move the blue cloth to upper edge of the table.
bridge,widowx,put the blue  block on the  left edge of the cloth
bridge,widowx,images are not loaded on this task
bridge,widowx,move the croissant to the top of the orange cloth
bridge,widowx,put the orange object on the left burner
bridge,widowx,moved the corn can to the bottom left side of the table
bridge,widowx,put the orange cloth on top of the blue cloth
bridge,widowx,asdh hgdcv ngtyhyj c  gvgv vb
bridge,widowx,Place the stuffed animal into the metal pot
bridge,widowx,picking the silver lid and placing it back at the same position
bridge,widowx,Move the spoon to the bottom right corner of the table
bridge,widowx,pick up the blue spatula and place it on the bottom left of the table
bridge,widowx,unfold the orange cloth from bottom to top
bridge,widowx,Open the silver pot
bridge,widowx,move the banana stuff toy above the tiger stuff toy
bridge,widowx,Move the sushi to the left of the red spoon
bridge,widowx,doth
bridge,widowx,move the spoon to the bottom center of the burner
bridge,widowx,put the yellow towel on the left burner
bridge,widowx,move the orange toy from bottom left of the cloth to top left of the table
bridge,widowx,move the can to the bottom right of the stove
bridge,widowx,move the yellow cloth in the middle of  the table
bridge,widowx,Put the orange cloth under the carrot
bridge,widowx,place the blue object to the right burner
bridge,widowx,put the knife in the red pot on the top left of the table
bridge,widowx,put the silver lid above the silver pot
bridge,widowx,move red towel to just left of yellow knife
bridge,widowx,Move the vessel with handle and place it on the yellow cloth.
bridge,widowx,Pick up the pot and placed it above on yellow cloth
bridge,widowx,Move the can to the front edge of the table in front of the blue cloth
bridge,widowx,move the green spatula to the lower right side of the stove
bridge,widowx,move green cloth on the right corner of the table
bridge,widowx,put the metal lid beside the blue can
bridge,widowx,take the arch and put it on yellow rectangle
bridge,widowx,moved the blue cloth to the left burner
bridge,widowx,Unfold the cloth from top right to bottom left.
bridge,widowx,taked the yellow banana in the drawer and put it on the left side of table
bridge,widowx,Pick up the silver pot and move it to the bottom left corner of the table.
bridge,widowx,fold the clothe to the right
bridge,widowx,put the bunny over the drawer
bridge,widowx,moving the can to the upper of the table .
bridge,widowx,take the strawberry and put it in the drawer
bridge,widowx,move the red cube on top of the wood cube
bridge,widowx,Take the red spoon and place it on the black towel
bridge,widowx,put the yellow cloth on left side of burner
bridge,widowx,move pawn piece from lower right to the middle of the table.
bridge,widowx,Pick up mushroom and place it near the bottom of the spoon.
bridge,widowx,putting the object in the drawer
bridge,widowx,wear the ring to the rook
bridge,widowx,move the pink bunny to the upper right side of the cucumber
bridge,widowx,Put the red thing in the silver suit
bridge,widowx,removed the blue object from the right of the stove and put it in the silver dish
bridge,widowx,It took the white object up
bridge,widowx,put the  blue ladle on top of the stainless steel pan
bridge,widowx,Closed the drawer by pushing it
bridge,widowx,Move the pot to the right side of the carrot.
bridge,widowx,moved the blue block to the center of the table
bridge,widowx,put the yellow block on the blue block
bridge,widowx,get the banana out of the drawer and put it down on the left side of the table.
bridge,widowx,moved the blue object inside the silver pot
bridge,widowx,Move the green cloth to the right edge of the table
bridge,widowx,move the red object in front of the metal bowl
bridge,widowx,put the cylinder  on top of the yellow block.
bridge,widowx,Put the rice ball to the upper left side of the stove
bridge,widowx,Move the spoon so it's in front of the tin cans
bridge,widowx,place the vessel on the yellow cloth
bridge,widowx,moved the cloth near the red can
bridge,widowx,move the green spatula to the lower side of the right burner
bridge,widowx,Put the blue block above the tower
bridge,widowx,pick blue spatula from top of orange cloth and place it on the bottom of the table
bridge,widowx,move the green object from top left to bottom right
bridge,widowx,take and unfold the green cloth
bridge,widowx,Place the spatual near by blur cloth.
bridge,widowx,PLACE THE SPOON AT THE LEFT SIDE OF THE STOVE
bridge,widowx,Put the metal bowl on the purple towel.
bridge,widowx,Moved the shiny pot to the right side of the burner
bridge,widowx,move the steel pot and put it in the left burner
bridge,widowx,moved the carrot in between the left side burner
bridge,widowx,put the yellow cube on top of the plus
bridge,widowx,put the lid on the left side of the silver pot
bridge,widowx,moved the knife to the left side of the blue cloth
bridge,widowx,move the red cube to the other side of the table
bridge,widowx,move the green and yellow object to the right bottom burner
bridge,widowx,move the little box to the top right side of the stove
bridge,widowx,open  the lid of the pot
bridge,widowx,Put the metal pot on top of the purple towel.
bridge,widowx,Put the purple cloth on the right middle of the table
bridge,widowx,take the yellow cloth out of the white basket and put it on the left side of the purple cloth
bridge,widowx,move the orange cloth from the left to the right side
bridge,widowx,Moved the blue brush to the top of the table
bridge,widowx,put the orange towel on the left side of the table
bridge,widowx,move banana to upper right corner
bridge,widowx,move the blue cloth to the bottom right corner of the burner
bridge,widowx,Pick up chicken leg on purple towel and put inside silver pot.
bridge,widowx,Move the spoon close to the cans.
bridge,widowx,Place the purple eggplant in the orange container.
bridge,widowx,Move the pot to the back of the table
bridge,widowx,Pick up the mushroom and drop it in the pot.
bridge,widowx,take the red carrot and move it to the yelow cage containing the wooden spoon
bridge,widowx,take the maroon figure from top of yellow block and put it on the top of the table
bridge,widowx,move the spoon in the middle of the table
bridge,widowx,placed the tiger between the elephant and egg
bridge,widowx,put the blue fork between the orange cloth and the silver pot
bridge,widowx,move the pot to the middle bottom of the table
bridge,widowx,put the block rectangular muticolor of the table
bridge,widowx,move the fork in the bottom middle of the table
bridge,widowx,place rectangle block on top of the arch
bridge,widowx,fold the cloth from top left  to the bottom right
bridge,widowx,take the thing on top of the drawer and put it on the bottom left of the table
bridge,widowx,Move the carrot out of the drawer to the left
bridge,widowx,put the potato on the top of the yellow cloth
bridge,widowx,Fold cloth from bottom right to top left
bridge,widowx,put the plastic ladle in the silver pot on the sink
bridge,widowx,move the red object to the bottom right of the table
bridge,widowx,put the white arch on the red rectangular object
bridge,widowx,moved the yellow object and place it between the blue spatula and silver pot
bridge,widowx,Move the food item to the lower middle of the table
bridge,widowx,move the spoon to sit across the table
bridge,widowx,move the object to the left side of the table
bridge,widowx,move the toy dog to the bottom right of the table
bridge,widowx,move the silver pot to the left side of the burner
bridge,widowx,move the spoon to the top left corner of the table
bridge,widowx,put the yellow pumpkin between silver pot and tomato can
bridge,widowx,put the chicken wing between the purple cloth and the can
bridge,widowx,Pick up the mushroom and place it inside the pot.
bridge,widowx,Move the towel to the upper left corner of counter.
bridge,widowx,move animal into bowl
bridge,widowx,move the yellow knife in the left side of the stove
bridge,widowx,move the purple towel to the top center corner of the burner
bridge,widowx,put the blue spoon on the left side of the burner
bridge,widowx,put the mouse on the bottom left of the table
bridge,widowx,Place the brush on the far edge of the stove.
bridge,widowx,Place the orange container on the far edge of the table
bridge,widowx,Take the orange item from left side of stove and put it in the right side below the stove.
bridge,widowx,The robot arm moved the blue spoon on the silver pot and then it returned back to its original position.
bridge,widowx,Move the colander to the right of the carrot
bridge,widowx,move the yellow thing in the upper middle of the table
bridge,widowx,move the banana to the middle upper part of the table
bridge,widowx,Pick up and place the silver bowl in front of the microwave.
bridge,widowx,move the silver pot to the center left of the table and to the left of the purple towel
bridge,widowx,remove the lid from the metal pot and put it on top of the green cloth
bridge,widowx,moved brown rectangular block to left
bridge,widowx,take the green towel from the white basket to the washing machine
bridge,widowx,Move the blue towel to the front left edge of the table
bridge,widowx,remove the arch from the cylinder
bridge,widowx,move the white rectangular block near the arch
bridge,widowx,Move the knife to the edge of the table.
bridge,widowx,move white rectangular block from left to right block
bridge,widowx,move the can to the top right of the table
bridge,widowx,moved the blue cloth to the right side of the table
bridge,widowx,Move the purple cloth to the bottom right corner of the table
bridge,widowx,Move spoon to the front of the microwave.
bridge,widowx,fold the cloth from right to centre
bridge,widowx,Move the spoon to the right of the red object.
bridge,widowx,unfold from right to left
bridge,widowx,take the banana from the table and keep it in the drawer.
bridge,widowx,move the spatula on top of the silver pot
bridge,widowx,move the purple cloth at the top-right of the right stove
bridge,widowx,move the blue fork to the silver pot at the centre
bridge,widowx,put the cube with a hole on top of the cylinder block
bridge,widowx,move the red toy to the middle of the table
bridge,widowx,move the can in the upper middle of the burner
bridge,widowx,"Pick the spoon up off the blue cloth and place it to the right of the metal pot, on the table."
bridge,widowx,pick the yellow object from the cloth to the bottom left of the table
bridge,widowx,put the blue to the cylinder
bridge,widowx,moved yellow duck to left side of the burner
bridge,widowx,moved the yellow towel to the bottom
bridge,widowx,Put the blue spoon on the left side of the stove.
bridge,widowx,grab the red metal spoon and put it on the left side of the oven top
bridge,widowx,unfold the cloth from the middle to the top right
bridge,widowx,move yellow container from middle of the table to the bottom right of the table
bridge,widowx,place the blue cloth inside the washer.
bridge,widowx,move stainless pot between the two burners on the left
bridge,widowx,Place the vessel to the front edge of the table
bridge,widowx,moved the green object to the bottom left of the table
bridge,widowx,put the blue spatula on the right side of the blue can
bridge,widowx,Move go down the red block
bridge,widowx,put the sushi inside the silver pot
bridge,widowx,Pick up the pot and place it on the front near edge of the table
bridge,widowx,Place the red fork behind the silver bowl
bridge,widowx,put the orange object on top of the yellow cloth
bridge,widowx,Move the knife and put it just above the bell pepper.
bridge,widowx,move the green object to the bottom left
bridge,widowx,put the sushi in the silver pot on the left burner
bridge,widowx,Place the red spoon on the left edge of the table.
bridge,widowx,put the yellow knife on top of the blue cloth
bridge,widowx,move blue towel to lower part of table
bridge,widowx,put the silver pot on the top left side of the table.
bridge,widowx,move the brown pot below of the right stove
bridge,widowx,did not move anything
bridge,widowx,Move the yellow cloth to the back left of the table
bridge,widowx,moved the violet cloth on the right side of the burner
bridge,widowx,Pick up the pot and move it to the bottom left corner of the table.
bridge,widowx,move the silver pan to the upper left burner
bridge,widowx,move the sushi to the bottom left of the table
bridge,widowx,Put the fork to the left of the pot.
bridge,widowx,fold the cloth from the top right and from bottom to the center of the cloth bottom.
bridge,widowx,Pick up the spoon and place it in front of the tomato sauce next to the white utensil in the back right.
bridge,widowx,Take the corn out of the pot and put it to the top left.
bridge,widowx,take out the reel from drawer
bridge,widowx,moving the bunny.
bridge,widowx,remove the green cube from the tower and put it on the right of the table
bridge,widowx,Moveu a espátula de madeira para o lado inferior esquerdo da mesa
bridge,widowx,move the yellow cloth to the upper left of the stove
bridge,widowx,open drawer drawer
bridge,widowx,"Move the blue cloth from left edge of the table to center of the table, left side of the pan."
bridge,widowx,unfold the cloth left to right
bridge,widowx,putting the yellow object in the top of drawer
bridge,widowx,Move the orange cloth to the top right corner of the table.
bridge,widowx,put the can to upper right of the table
bridge,widowx,"takes pink toy and leaves it on the lower edge of the table, in front of the box"
bridge,widowx,take the blue cloth out of the washing mmachine and put it on the left of the white basket
bridge,widowx,move the croissant in the top middle part of the burner
bridge,widowx,Place spoon on top of blue napkin.
bridge,widowx,Uncovered the pot and put the lid on the lower right burner
bridge,widowx,move silver pan on the other side of the table
bridge,widowx,takes a red object from the silver basket and places it on the burner in the left
bridge,widowx,moved the blue cloth to the right lower side of the table
bridge,widowx,Move the spoon to the right of the towel and the mushroom
bridge,widowx,Move corn and place on yellow towel
bridge,widowx,Touched and left the capsicum in the same position.
bridge,widowx,move the yellow cloth to the right side of the burner
bridge,widowx,Place the potato in the silver pot.
bridge,widowx,Put the chicken leg piece on the top of drawer
bridge,widowx,nettoyé la table
bridge,widowx,put the banana on the blue cloth
bridge,widowx,fold the cloth bottom right to top
bridge,widowx,fold the cloth from right to top left
bridge,widowx,put the pan in the sink
bridge,widowx,move the yellow cloth next to the spatula
bridge,widowx,removing the silverware from the burner and placing it on top of the counter
bridge,widowx,move the panda to the bottom of the left burner
bridge,widowx,Move cloth to the left side of table
bridge,widowx,put the ball on the blue arch
bridge,widowx,put the plus on the green cube
bridge,widowx,put the yellow object at the top of the purple thing
bridge,widowx,put the cylindrical object from top of the block to the right of the table.
bridge,widowx,move the silver pot to the left side of table
bridge,widowx,take a banana from the silver pot to the upper right of the burner
bridge,widowx,Place the drumstick to the left of the bowl
bridge,widowx,put the red arch on the top of the blue block
bridge,widowx,move the little can to the upper side of the green cloth
bridge,widowx,moved the yellow knife to the left side of the board
bridge,widowx,put the orange toy on top of the orange cloth
bridge,widowx,moved the red spatula to the bottom side of the table
bridge,widowx,move pear to left of metal bowl
bridge,widowx,Move the pot to bottom left of table
bridge,widowx,put the silver pot on the flat surface top left side of sink
bridge,widowx,picked the blue thing and put it in the right side burner
bridge,widowx,remove the black cutter from the table
bridge,widowx,put the red object to the bottom left side of the table
bridge,widowx,moved the sushi to the right switch
bridge,widowx,Put the potato in the silver pot
bridge,widowx,put the green towel  from the upper right burner to the upper left burner
bridge,widowx,take the cloth out the machine and put it in the basket
bridge,widowx,move the can to the right of the table
bridge,widowx,take the plastic basket and put it on the orange cloth.
bridge,widowx,move the orange cloth on top side of the table
bridge,widowx,Grab the ladle and move it up the table
bridge,widowx,put the green arch on top of the white arch
bridge,widowx,put the arch on top of the red and yellow blocks
bridge,widowx,pick up the red object and place it in the drawer
bridge,widowx,put the purple object at the bottom right burner
bridge,widowx,move the blue spoon on the upper left of the burner
bridge,widowx,move the blue cloth to the upper right side of the burner
bridge,widowx,Change the place of  blue spatula to left side of the vessel.
bridge,widowx,Take the squash out of the pot and put it on the left of the purple towel.
bridge,widowx,Pick up the spoon and put it behind the pot.
bridge,widowx,Put the pot in front of the cans.
bridge,widowx,take off the lid of the pan and put it on the stove beside the pan
bridge,widowx,Put the pot directly in front of the microwave
bridge,widowx,Put the spoon on the dish towel
bridge,widowx,move the yellow spoon to the back right of the table.
bridge,widowx,moved the yellow thing on the right side of the blue elephant
bridge,widowx,put the spoon
bridge,widowx,moved the silver pot to the middle edge of the two burners
bridge,widowx,Move the pan to the back right corner
bridge,widowx,put the square block on top of the red block
bridge,widowx,remove the cube from the arch and put it on top of the rectangular block
bridge,widowx,Move the cheese to the right of the cloth.
bridge,widowx,unfolds the cloth from right to left
bridge,widowx,put a blue cloth under the silver pot
bridge,widowx,put the red arch on top of the yellow rectangular block
bridge,widowx,move the corn to the left side of the stove
bridge,widowx,move the pot at the upper right side of the sink
bridge,widowx,Move green cloth to the right
bridge,widowx,"Pick up mushroom near table's edge, move it right closer to pot."
bridge,widowx,place the yellow cube on top of blue block
bridge,widowx,move the aluminium pot to the upper center side of the table
bridge,widowx,Pick up the sausage and place it on the far left edge of the table
bridge,widowx,moved the white and brown thing to the left side of the table
bridge,widowx,Took the banana and placed it on the left side of the burner
bridge,widowx,Put red object of the lower right side burner
bridge,widowx,put the green cube in the cylindre objet
bridge,widowx,Pick up the orange towel and move it diagonally in place before dropping it.
bridge,widowx,put the blue stuffed toy in the drawer
bridge,widowx,moved the towel to the right of the stove
bridge,widowx,move the red object from the top right of the table to the bottom left side of the yellow cloth
bridge,widowx,moves the cylinder to the left side
bridge,widowx,pick up the lid and put it on the bottom right corner of the counter
bridge,widowx,Put the sushi above the brush.
bridge,widowx,Place the green utensil on the orange cloth.
bridge,widowx,Move the blue utensil to the bottom right corner of the table just before the pot.
bridge,widowx,move the yellow object over the right burner
bridge,widowx,Move the spoon to the top left corner in front of microwave
bridge,widowx,Move the measuring cup to the front right corner of the table to the right of the red utensil.
bridge,widowx,moved the spatula middle of the green cloth and yellow duck
bridge,widowx,Move the mushroom directly in front of the cans
bridge,widowx,put the red block on top of the yellow block
bridge,widowx,moved the silver plate towards left side
bridge,widowx,move the rectangular box from top of tower and put on top of blue rectangular box
bridge,widowx,Move the pot near the microwave
bridge,widowx,cover the orange pot with the orange lid
bridge,widowx,place the utensil near to straberry
bridge,widowx,moved the silver lid to the bottom right of the stove
bridge,widowx,Place the brush on the table in the space between the metal bowl and the microwave.
bridge,widowx,put the red object to the top of the left burner
bridge,widowx,Move the banana off of the blue rag and by itself in the corner against the wall.
bridge,widowx,Pick up the apple and place it in the pot
bridge,widowx,Take the pot and put it on top of the blue cloth
bridge,widowx,put the orange object in the red pot
bridge,widowx,move the blue spoon on top of the silver pot
bridge,widowx,put the blue triangle on top of the white block
bridge,widowx,put a green arch on top of the arch that is on top of the green arch
bridge,widowx,move the pot from right side to left side
bridge,widowx,unfolds the cloth from top right to bottom left
bridge,widowx,put the chocolate bar on the yellow cloth
bridge,widowx,drops the silver pot
bridge,widowx,Move the orange towel between the red fork and colander
bridge,widowx,Pick up red ball inside pot and move it to the left
bridge,widowx,put the thing on top of the lid
bridge,widowx,Put the sushi into the bowl.
bridge,widowx,pick up the knife and place it at the left burner
bridge,widowx,put the green object in a silver pot
bridge,widowx,put the yellow cube on top of one block
bridge,widowx,Move the purple towel to the left of the yellow brush.
bridge,widowx,put the stick on top of the rectangular block
bridge,widowx,put tomato between fork and pan
bridge,widowx,fold cloth from the right to the left
bridge,widowx,Take the pepper out of the pot and place it to the right.
bridge,widowx,move the red object to the left side of the table
bridge,widowx,move the siver pot to the upper riht of table
bridge,widowx,put the blue plate to the left burner
bridge,widowx,put the brown king on top of theblock
bridge,widowx,move the purple cloth to the bottom right of the stove
bridge,widowx,placed the strawberry inside the pot.
bridge,widowx,MOVE THE KNIFE FROM IN BETWEEN THE TWO SILVER POTS TO THE UPPER SIDE OF THE POTS
bridge,widowx,take green block and put near the white block
bridge,widowx,takes the toy and leaves it on top of the drawer
bridge,widowx,Move cloth from edge of the table to the top
bridge,widowx,Move the red cloth to the left side of the metal pot.
bridge,widowx,left the cloth from bottom left
bridge,widowx,Put the red spoon in between the pan and the cloth
bridge,widowx,move the lion toy to the bottom left corner side of the table
bridge,widowx,move the silver pot on the upper left side of the table
bridge,widowx,Pick up the potato and place it on the yellow cloth
bridge,widowx,moved the blue fork the the left side of the left burner
bridge,widowx,take the black object on the table and put it on the top of the drawer
bridge,widowx,open the drower
bridge,widowx,move the cloth sideward
bridge,widowx,put the corn below the metal pot
bridge,widowx,Remove cylinder from the tower and put on the left side of the table
bridge,widowx,Put red pepper in the silver pot
bridge,widowx,moves the can to the left side of the table
bridge,widowx,"Hold the steel pan which is on the above the blue cloth, and place it in the left corner of the table."
bridge,widowx,move the purple cloth to the upper right corner of right burner
bridge,widowx,placed the purple figure at the top left of the cloth
bridge,widowx,Pick up the eggplant and put it in the silver bowl.
bridge,widowx,Move the spoon at a diagnol pointing towards stove in front of pot.
bridge,widowx,take the thing out of the silver pot and put it on the left side of the table
bridge,widowx,unfold the cloth from left to bottom left
bridge,widowx,moves the orange pan to the top right o the stove
bridge,widowx,push the towel to the left of the  blue spoon
bridge,widowx,put the carrot on the upper right of the burner
bridge,widowx,Move the mushroom on top of the napkin.
bridge,widowx,Take the banana out of the pot and put it on the left side of the stove.
bridge,widowx,put the cube on top of the tower
bridge,widowx,put the yellow object/ corn in side the silver pot
bridge,widowx,Put the spoon between the microwave and pot
bridge,widowx,Move cloth from top edge of table to bottom edge of table and back to top edge of the table
bridge,widowx,move the yellow cloth on the center of the the table
bridge,widowx,put the big cylinder outside of the ring
bridge,widowx,Place the silver pot on the blue towel.
bridge,widowx,orange
bridge,widowx,move the pot to the bottom of the burner
bridge,widowx,moved the yellow object inside the silver pot
bridge,widowx,placed the purple figure on the left side of the cloth
bridge,widowx,Place the salmon in the pot.
bridge,widowx,move the green cloth to bottom right of the burner
bridge,widowx,The robot arm moved the corn from the stove to the counter top.
bridge,widowx,Place the fish in the colander
bridge,widowx,take the cylinder off of the blue rectangle and put it on top of the brown rectangle
bridge,widowx,put the cloth green on the top right  in  the table
bridge,widowx,put the blue rectangular block on top of the green arch on the left side of the table
bridge,widowx,Pick up the fork and place the silver half onto the yellow towel.
bridge,widowx,can putto the bottom left part of the table
bridge,widowx,Move the pot from upward  to downward direction on the table
bridge,widowx,Slide towel over towards left corner of counter.
bridge,widowx,fold the cloth to the right
bridge,widowx,Put the red brush on the table
bridge,widowx,Move the square to the bottom left of the stove
bridge,widowx,Put the red fork above the pan
bridge,widowx,move the blue spoon to the middle
bridge,widowx,move the cloth from right to the left edge of the table
bridge,widowx,Pick up the piece of cake from pot and put it on the table
bridge,widowx,Move the cheese close to the cans.
bridge,widowx,pick blue spoon and place it near vessel on the left
bridge,widowx,move the blue ladle to the right burner
bridge,widowx,opened the box thne put a banana then closed the box
bridge,widowx,Slide the yellow pad to the left side of the burner
bridge,widowx,put the ladle out of the sink to the yellow basket
bridge,widowx,move the blue fork to the top right burner
bridge,widowx,moved the green rag on the left side
bridge,widowx,pot to the left side of the silver pot
bridge,widowx,Take the spatula and place it on the left side of the silver vessel.
bridge,widowx,taken yellow colored object
bridge,widowx,moved the purple cloth the left bottom part of the table
bridge,widowx,unfold the cloth bottom right to top left
bridge,widowx,put the knife on the side of the right burner
bridge,widowx,pick up the stainer and placed it in the sink
bridge,widowx,move the bottom of the cloth to the bottom edge of the table
bridge,widowx,Place the pot on top of the cloth.
bridge,widowx,move the blue spoon to the bottom center of the stove
bridge,widowx,move the spatula with blue handle to the right side of the table
bridge,widowx,folds the cloth from bottom left to right
bridge,widowx,put the handkerchief in the bowl
bridge,widowx,take the object from the left burner
bridge,widowx,place the green arch on top of the blue arch
bridge,widowx,Move the potato and place into the pot
bridge,widowx,move the yellow cloth in the upper left of the stove
bridge,widowx,Put the blue cloth inside the washing machine
bridge,widowx,fold the cloth from the top left to the right bottom
bridge,widowx,Moved the silver pot to the right side of the stove
bridge,widowx,Pick up the potato from the pot and put it on the table
bridge,widowx,put the silver pot on top of the cloth
bridge,widowx,put the yellow cube on top of green cube
bridge,widowx,put the yellow cube on top of the arch
bridge,widowx,Place the yellow cloth on the left corner of the table
bridge,widowx,Place the green spatula behind the pot
bridge,widowx,move object from one tower to another
bridge,widowx,moved the yellow object from the left burner and placed it between the two burners
bridge,widowx,move the yellow knife from the siver pot to the upper burner
bridge,widowx,unfold the yellow cloth
bridge,widowx,Move the purple cloth in front of the green spatula
bridge,widowx,move the object in the left side to the upper right of the table
bridge,widowx,put the figure to the top of the fabric
bridge,widowx,picked up the blue elephant toy and moved it in between the plastic pot and the can
bridge,widowx,put the sashimi to top of the stove
bridge,widowx,Move the towel to the left side of the table
bridge,widowx,pick up the red thing and put it in the bowl
bridge,widowx,move the yellow corn to the right lower side of the table
bridge,widowx,pinch the middle part of the cloth
bridge,widowx,move the light green handle of a spoon to the right side of the table near the table edge
bridge,widowx,Move black towel to front center of shelf.
bridge,widowx,placed the cheese to the left burner
bridge,widowx,put the green spatula to the left top burner
bridge,widowx,move the white soap and put it on top of a soviet.
bridge,widowx,move the ladle to the upper right corner of the burner
bridge,widowx,Slide blue towel to the back then the front of the shelf.
bridge,widowx,Remove the silver lid from the top of the silver pot
bridge,widowx,moved the blue cube to the upper left side of the stove
bridge,widowx,move the block to the middle of the table
bridge,widowx,move the pot off the stove
bridge,widowx,Place the cucumber on the yellow cloth.
bridge,widowx,Pick the  yellow cloth from machine and place in the basket
bridge,widowx,Move the pot and put it on the yellow cloth
bridge,widowx,move the blue object to the left corner of the table
bridge,widowx,put the yellow rectangle on top of the blue rectangle.
bridge,widowx,put the yellow block on top of the red block
bridge,widowx,place the yellow vegetable in the pan on blue napkin
bridge,widowx,Pick up mushroom inside silver pot and move it backwards behind pot.
bridge,widowx,put the red arch on top of the blue rectangle
bridge,widowx,move the blue towel to the bottom left of the stove
bridge,widowx,Put the red spoon on top of the blue cloth
bridge,widowx,move the cloth to the top right corner on table
bridge,widowx,move the orange towel on the lower left corner of stove
bridge,widowx,moving silver pot from right burner to left burner
bridge,widowx,PICK UP THE PLASTIC BOX AND PUT ANOTHER SIDE OF THE TABLE
bridge,widowx,put the blue rectangle onto the top of the red arch.
bridge,widowx,Pick up the green spatula and place it on the left of the pot
bridge,widowx,Took the thing of the pan and put it on the lower right burner
bridge,widowx,put the eggplant to the right corner of the table
bridge,widowx,move the brown toy to the left side of the table
bridge,widowx,Place the green spatula on top of the orange towel
bridge,widowx,Move the cloth directly above the bowl and to left of corn.
bridge,widowx,Place the spatula on the far left side of the table
bridge,widowx,Move the pot onto the left burner.
bridge,widowx,move the yellow knife to the top of the left burner
bridge,widowx,Move the blue spoon over to the front right corner of the counter.
bridge,widowx,move the yellow duck in between the two object.
bridge,widowx,Place the green spatula to the left of the pot
bridge,widowx,moving an object from the drawer
bridge,widowx,The robot arm took the blue tablecloth and moved it to the top side of the saucepan.
bridge,widowx,marika iray eo aminy lamba mavo
bridge,widowx,Move the blue cube to the right side
bridge,widowx,move the silver spoon into the red supper
bridge,widowx,unfold the cloth to bottom
bridge,widowx,take the pot and put it on the green towel
bridge,widowx,placed the silver pot in beween the right and left burner.
bridge,widowx,Place the green bell pepper to the right of the orange cloth.
bridge,widowx,put the lid from the silver pot behind the yellow spoon
bridge,widowx,Place the green towel in front of the fork.
bridge,widowx,put the yellow toy into the silver pot
bridge,widowx,move the silver basket on the right
bridge,widowx,move the yellow cloth to the bottom of the table
bridge,widowx,move the pin to the left side
bridge,widowx,Move the cloth to the top left of the yellow cloth.
bridge,widowx,put the blue fork on the upper right corner of the burner
bridge,widowx,move the green cloth to the bottom left corner of the burner
bridge,widowx,put the red cube on top of the left cube
bridge,widowx,Place the blue spoon to the right of the orange
bridge,widowx,put the yellow banana on top of the left side of the drawer
bridge,widowx,Move the bowl to the right of the towel.
bridge,widowx,moved the yellow knife to the upper center table
bridge,widowx,move the yellow object to the lower left side of the table
bridge,widowx,move the green spatula on the top left side of the can
bridge,widowx,move the can to the left top side of the burner
bridge,widowx,pick up the silver pot cover and place it below the blue cloth
bridge,widowx,move the cloth from the right to the left of the table
bridge,widowx,placed the roll inside the brown transparent bowl
bridge,widowx,put the blue rectangle on the red
bridge,widowx,Move the fruit out from the pot.
bridge,widowx,put the ball into the cup
bridge,widowx,puts the can in the top right side of the table
bridge,widowx,moved the pot with the orange object to the right of the table
bridge,widowx,Put the spatula on the edge of the orange cloth.
bridge,widowx,move yellow object on left side of the burner
bridge,widowx,Move the bread onto the purple towel
bridge,widowx,picking and placing the green toy at the left side of the table
bridge,widowx,Move the cloth in front of the silver pot on table.
bridge,widowx,unfold the cloth from to top left to the bottom right
bridge,widowx,Take the rectangle block and put it on block on the left
bridge,widowx,Move silver bowl to back left corner of counter
bridge,widowx,unfold cloth from top right to bottom left and put the red figurine on the top right
bridge,widowx,Place the blue cloth between the pot and ice cream scoop
bridge,widowx,put the plush toy in the silver pot on the bottom left corner of the table
bridge,widowx,move the cloth from the middle of the burner to the right burner
bridge,widowx,move the cloth from the top left to the bottom right of the cooker
bridge,widowx,take the egg and put it in the drawer
bridge,widowx,Put the silver pot to the right edge of the burner.
bridge,widowx,Place the knife to the left of the yellow cloth.
bridge,widowx,Moved the can to the upper right side of the stove.
bridge,widowx,moved the yellow object between the stove and sink
bridge,widowx,Move the pot on top of the green towel
bridge,widowx,moved the mug to the upper left of the burner.
bridge,widowx,pick a red object and keep it on the right side of the table
bridge,widowx,move the silver lid on top of the silver pot
bridge,widowx,put the green ball on the left edge of the cloth
bridge,widowx,Move the silver bowl to front left corner of stove
bridge,widowx,Move the orange cloth toward the table's lower right corner.
bridge,widowx,Move the mushroom from above the blue cloth and place it infront of the oven.
bridge,widowx,PICK THE VESSEL AND PLACE IT ON  TABLE
bridge,widowx,put the green towel in the dryer
bridge,widowx,put the white ladle in the red pot
bridge,widowx,put the red arch to the top of the green arch
bridge,widowx,put the cylinder block on top of the arch
bridge,widowx,put the doll on top of the machine
bridge,widowx,put the red pepper inside the pot
bridge,widowx,moved the red object to the top left side of the table.
bridge,widowx,move an item at the top left conner of of the banner into the silver pot
bridge,widowx,move the cylinder to the right side of the table
